GUM_academic_exposure-1	Introduction
GUM_academic_librarians-28	We welcome discussion about our efforts and the possibilities of applying this in other contexts.
GUM_bio_byron-1	Education and early loves
GUM_bio_byron-2	Byron received his early formal education at Aberdeen Grammar School, and in August 1799 entered the school of Dr. William Glennie, in Dulwich. [17]
GUM_bio_byron-3	Placed under the care of a Dr. Bailey, he was encouraged to exercise in moderation but not restrain himself from "violent" bouts in an attempt to overcompensate for his deformed foot.
GUM_bio_byron-4	His mother interfered with his studies, often withdrawing him from school, with the result that he lacked discipline and his classical studies were neglected.
GUM_bio_byron-5	In 1801, he was sent to Harrow, where he remained until July 1805. [6]
GUM_bio_byron-6	An undistinguished student and an unskilled cricketer, he did represent the school during the very first Eton v Harrow cricket match at Lord's in 1805. [19]
GUM_bio_byron-7	His lack of moderation was not restricted to physical exercise.
GUM_bio_byron-8	Byron fell in love with Mary Chaworth, whom he met while at school, [6] and she was the reason he refused to return to Harrow in September 1803.
GUM_bio_byron-9	His mother wrote, "He has no indisposition that I know of but love, desperate love, the worst of all maladies in my opinion. In short, the boy is distractedly in love with Miss Chaworth." [6]
GUM_bio_byron-10	In Byron's later memoirs, "Mary Chaworth is portrayed as the first object of his adult sexual feelings." [20]
GUM_bio_byron-11	Byron finally returned in January 1804, [6] to a more settled period which saw the formation of a circle of emotional involvements with other Harrow boys, which he recalled with great vividness: "My school friendships were with me passions (for I was always violent)." [21]
GUM_bio_byron-12	The most enduring of those was with John FitzGibbon, 2nd Earl of Clare — four years Byron's junior — whom he was to meet unexpectedly many years later in Italy (1821). [22]
GUM_bio_byron-13	His nostalgic poems about his Harrow friendships, Childish Recollections (1806), express a prescient "consciousness of sexual differences that may in the end make England untenable to him." [23]
GUM_bio_byron-14	Letters to Byron in the John Murray archive contain evidence of a previously unremarked if short-lived romantic relationship with a younger boy at Harrow, John Thomas Claridge.
GUM_bio_byron-15	John FitzGibbon, 2nd Earl of Clare
GUM_bio_byron-16	Ah!
GUM_bio_byron-17	Sure some stronger impulse vibrates here, Which whispers friendship will be doubly dear To one, who thus for kindred hearts must roam, And seek abroad, the love denied at home.
GUM_bio_byron-18	The following autumn, he went up to Trinity College, Cambridge, [24] where he met and formed a close friendship with the younger John Edleston.
GUM_bio_byron-19	About his "protégé" he wrote, "He has been my almost constant associate since October, 1805, when I entered Trinity College. His voice first attracted my attention, his countenance fixed it, and his manners attached me to him for ever."
GUM_bio_byron-20	In his memory Byron composed Thyrza, a series of elegies. [25]
GUM_bio_byron-21	In later years, he described the affair as "a violent, though pure love and passion".
GUM_bio_byron-22	This statement, however, needs to be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders. [26]
GUM_bio_byron-23	The liaison, on the other hand, may well have been "pure" out of respect for Edleston's innocence, in contrast to the (probably) more sexually overt relations experienced at Harrow School. [27]
GUM_bio_byron-24	Byron spent three years at Trinity College, engaging in sexual escapades, boxing, horse riding and gambling. [28]
GUM_bio_byron-25	Also while at Cambridge he formed lifelong friendships with men such as John Cam Hobhouse, who initiated him into the Cambridge Whig Club, which endorsed liberal politics, [28] and Francis Hodgson, a Fellow at King's College, with whom he corresponded on literary and other matters until the end of his life.
GUM_bio_emperor-1	Emperor Norton
GUM_bio_emperor-2	Joshua Abraham Norton (c. 1818 – January 8, 1880), known as Emperor Norton, was a citizen of San Francisco, California, who in 1859 proclaimed himself "Norton I, Emperor of the United States".
GUM_bio_emperor-3	He later expanded his pretense by claiming to be "Protector of Mexico" as well.
GUM_bio_emperor-4	Born in England, Norton spent most of his early life in South Africa.
GUM_bio_emperor-5	After the death of his mother in 1846 and his father in 1848, he sailed west, arriving in San Francisco possibly in November 1849.
GUM_bio_emperor-6	Norton initially made a living as a businessman, but he lost his fortune investing in Peruvian rice.
GUM_bio_emperor-7	After he lost a lawsuit in which he tried to void his rice contract, Norton's public prominence faded.
GUM_bio_emperor-8	He reemerged in September 1859, laying claim to the position of Emperor of the United States.
GUM_bio_emperor-9	He had no political power, and his influence extended only so far as he was humored by those around him;
GUM_bio_emperor-10	nevertheless, he was treated deferentially in San Francisco, and currency issued in his name was honored in the establishments he frequented.
GUM_bio_emperor-11	Though some considered him insane or eccentric, citizens of San Francisco celebrated his regal presence and his proclamations, such as his order that the United States Congress be dissolved by force and his numerous decrees calling for a bridge connecting San Francisco to Oakland, and a corresponding tunnel to be built under San Francisco Bay.
GUM_bio_emperor-12	Long after his death, similar structures were built in the form of the San Francisco – Oakland Bay Bridge and the Transbay Tube, and there have been campaigns to rename the bridge "The Emperor Norton Bridge".
GUM_bio_emperor-13	On January 8, 1880, Norton collapsed at the corner of California and Dupont (now Grant) streets and died before he could be given medical treatment.
GUM_bio_emperor-14	Nearly 30,000 people packed the streets of San Francisco to pay him homage at his funeral.
GUM_bio_emperor-15	Norton has been immortalized as the basis of characters in the literature of writers Mark Twain, Robert Louis Stevenson, Christopher Moore, Morris and Goscinny, Selma Lagerlöf, and Neil Gaiman.
GUM_bio_emperor-16	Norton I, Emperor of the United States, photograph, c. 1871 – 72
GUM_bio_emperor-17	Declares himself emperor
GUM_bio_emperor-18	Emperor Joshua Norton, in full military regalia, circa 1880 or earlier
GUM_bio_emperor-19	By 1859, Norton had become completely disgruntled with what he considered the inadequacies of the legal and political structures of the United States.
GUM_bio_emperor-20	On September 17, 1859, he took matters into his own hands and distributed letters to the various newspapers in the city, proclaiming himself "Emperor of these United States":
GUM_bio_emperor-21	At the peremptory request and desire of a large majority of the citizens of these United States, I, Joshua Norton, formerly of Algoa Bay, Cape of Good Hope, and now for the last 9 years and 10 months past of S.F., Cal., declare and proclaim myself Emperor of these U.S.;
GUM_bio_emperor-22	and in virtue of the authority thereby in me vested, do hereby order and direct the representatives of the different States of the Union to assemble in Musical Hall, of this city, on the 1st day of Feb. next, then and there to make such alterations in the existing laws of the Union as may ameliorate the evils under which the country is laboring, and thereby cause confidence to exist, both at home and abroad, in our stability and integrity.
GUM_bio_emperor-23	— NORTON I, Emperor of the United States.
GUM_bio_emperor-24	The announcement was first reprinted for humorous effect by the editor of the San Francisco Bulletin.
GUM_bio_emperor-25	Norton would later add "Protector of Mexico" to this title.
GUM_bio_emperor-26	Thus commenced his unprecedented and whimsical 21-year "reign" over America.
GUM_bio_emperor-27	One of Norton's undated proclamations
GUM_bio_emperor-28	In his self-appointed role of emperor, Norton issued numerous decrees on matters of the state.
GUM_bio_emperor-29	After assuming absolute control over the country, he saw no further need for a legislature, and on October 12, 1859, he issued a decree formally abolishing the United States Congress.
GUM_bio_emperor-30	In it, Norton observed:
GUM_bio_emperor-31	... fraud and corruption prevent a fair and proper expression of the public voice;
GUM_bio_emperor-32	that open violation of the laws are constantly occurring, caused by mobs, parties, factions and undue influence of political sects;
GUM_bio_emperor-33	that the citizen has not that protection of person and property which he is entitled.
GUM_bio_emperor-34	Norton ordered all interested parties to assemble at Platt's Music Hall in San Francisco in February 1860 to "remedy the evil complained of".
GUM_bio_emperor-35	In an imperial decree the following month, Norton summoned the Army to depose the elected officials of the U.S. Congress:
GUM_bio_emperor-36	WHEREAS, a body of men calling themselves the National Congress are now in session in Washington City, in violation of our Imperial edict of the 12th of October last, declaring the said Congress abolished;
GUM_bio_emperor-37	WHEREAS, it is necessary for the repose of our Empire that the said decree should be strictly complied with;
GUM_bio_emperor-38	NOW, THEREFORE, we do hereby Order and Direct Major-General Scott, the Command-in-Chief of our Armies, immediately upon receipt of this, our Decree, to proceed with a suitable force and clear the Halls of Congress.
GUM_fiction_beast-1	The Beast
GUM_fiction_beast-2	I was thirteen.
GUM_fiction_beast-3	It was spring, the barren time in March when you can not be sure if it is really warmer, but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud and you are sure that the smell of wet soil has suddenly a bit of the scent of summer rains, of grass and drowned earthworms.
GUM_fiction_beast-4	And it has, because it is spring and inside the ground something is stirring.
GUM_fiction_beast-5	I was wearing a yellow linen dress which my mother had picked out and which I therefore disliked although I knew it flattered me.
GUM_fiction_beast-6	My shoes were white and I was concentrating on keeping them out of the mud.
GUM_fiction_beast-7	My father and I were going to mass — my mother did not go; she was Protestant.
GUM_fiction_beast-8	My father put his hand on top of my hair, his palm on my head, and I could feel the bone of my skull and my skin and his hot palm, so dry and strong.
GUM_fiction_beast-9	When I was a little girl, he did that often, and called me Muscles.
GUM_fiction_beast-10	He had not called me Muscles or put his hand on my head for a long time.
GUM_fiction_beast-11	I could not help arching my back a little, I wanted to push against his hand like a cat but the instinct that comes with being thirteen, the half-understood caution that makes a girl timid, or wild, the shyness told me to just walk.
GUM_fiction_beast-12	I wanted to feel the rough edge of the pocket of his coat against my cheek, but I was too tall.
GUM_fiction_beast-13	I wanted to be seven again, and safe.
GUM_fiction_beast-14	But I still wanted to push against his hand and put my hand in his pocket and steal the leather palmed glove, that secret animal.
GUM_fiction_beast-15	Instead I went into the church, took a Bulletin, dipped my finger in Holy Water and genuflected.
GUM_fiction_beast-16	The inside of the church smelled like damp wood and furniture polish, not alive at all.
GUM_fiction_beast-17	My father took off his coat and draped it over the edge of the pew and when I came back from communion I stole his glove.
GUM_fiction_beast-18	The paper taste of the wafer was still in my mouth and I took a deep breath of the leather.
GUM_fiction_beast-19	It smelled like March.
GUM_fiction_beast-20	We walked back through the school because it was drizzling, my father tall in his navy suit and my shoes going click on the linoleum.
GUM_fiction_beast-21	There were two classes of each grade, starting at the sixth and going down to the first.
GUM_fiction_beast-22	The hall ended in a T and we went left through the gym, walked underneath the bleachers and stood next to the side door, waiting for the rain to stop.
GUM_fiction_beast-23	It was dark under the bleachers.
GUM_fiction_beast-24	My father was a young man, thirty-five, younger because he liked to be outside, to play softball on Saturday and to take my mother and me camping on vacation.
GUM_fiction_beast-25	He stood rocked back on his heels with his coat thrown over his shoulders and his hands in his pockets.
GUM_fiction_beast-26	I thought of bacon and eggs, toast with peach jam out of the jar.
GUM_fiction_beast-27	I was so hungry.
GUM_fiction_beast-28	The space under the bleachers was secret and dark.
GUM_fiction_beast-29	There were things in the shadows; a metal pail, a mop, rags.
GUM_fiction_beast-30	Next to the door was a tall wrought-iron candle holder — the kind that stood at either end of the altar.
GUM_fiction_beast-31	There was no holder and the end was jagged.
GUM_fiction_beast-32	On the floor was a wrapper from a French Chew.
GUM_fiction_beast-33	They were sold at eighth-grade basketball games on Friday nights.
GUM_fiction_beast-34	The light from the door made the shadows under the bleachers darker, the long space stretched far away.
GUM_fiction_beast-35	I heard the rain and the faint rustle of paper and smelled damp concrete.
GUM_fiction_beast-36	I did not go near my father but kept my hand in my pocket, feeling the soft leather glove.
GUM_fiction_beast-37	There was a rustling on the concrete and the drizzle of soft rain.
GUM_fiction_beast-38	I wondered if anyone ever went back under the bleachers, if there were crickets or mice there.
GUM_fiction_beast-39	The rustling might have been mice.
GUM_fiction_beast-40	I wished the rain would stop.
GUM_fiction_beast-41	I wanted to go home.
GUM_fiction_beast-42	I made noises with my heels but they were too loud so I stopped.
GUM_fiction_beast-43	Something else clicked and I tried to see what it was but couldn’t see anything.
GUM_fiction_beast-44	It wasn’t as loud as my heels.
GUM_fiction_beast-45	My father cleared his throat, looking out the door.
GUM_fiction_beast-46	I imagined a man down there in the dark, an escaped convict or a madman.
GUM_fiction_beast-47	It had nearly stopped raining.
GUM_fiction_beast-48	In fifteen minutes we would be home and my mother would fry eggs.
GUM_fiction_beast-49	I heard a noise like paper.
GUM_fiction_beast-50	My father heard it, too, but he pretended not to, at least he didn’t turn his head.
GUM_fiction_beast-51	And there was a heavier sound, a rasp, like a box pulled over concrete.
GUM_fiction_beast-52	I looked at my father but he didn’t turn his head.
GUM_fiction_beast-53	I wished he would turn his head.
GUM_fiction_beast-54	There was a click again and the rustle, and I could not think of what it could be.
GUM_fiction_beast-55	I had no explanation for the particular combination of sounds.
GUM_fiction_beast-56	No doubt there was, some two things that happened to be making noises at the same time.
GUM_fiction_beast-57	Once in a fever I heard thousands of birds outside my window and I was terrified that they would fling themselves through the glass and attack me, but it was only the rain on the eaves.
GUM_fiction_lunre-1	Chapter Two: Master Lunre
GUM_fiction_lunre-2	My father’s actions were largely incomprehensible to me, guided by his own secret and labyrinthine calculations.
GUM_fiction_lunre-3	He dwelt in another world, a world of intrigue, bargains, contracts and clandestine purchases of land all over the island.
GUM_fiction_lunre-4	He was in many ways a world in himself, whole as a sphere.
GUM_fiction_lunre-5	No doubt his decisions were perfectly logical in his own eyes — even the one that prompted him, a patriotic islander, to bring me a tutor from Bain: Master Lunre, an Olondrian.
GUM_fiction_lunre-6	The day began as it usually did when my father was expected home from his travels, the house festooned with flowers and stocked with coconut liquor.
GUM_fiction_lunre-7	We stood by the gate, washed and perfumed and arrayed in our brightest clothes, my mother twisting her hands in her skirt, my father’s wife with red eyes.
GUM_fiction_lunre-8	Jom, grown taller and broad in the shoulders, moaned gently to himself, while I stood nervously rubbing the heel of one sandal on the flagstones.
GUM_fiction_lunre-9	We scanned the deep blue valley for the first sign of the company, but before we saw them we heard the children shouting: “A yellow man!”
GUM_fiction_lunre-10	A yellow man!
GUM_fiction_lunre-11	We glanced at one another in confusion.
GUM_fiction_lunre-12	My mother bit her lower lip; Jom gave a groan of alarm.
GUM_fiction_lunre-13	At first I thought the children meant my father, whose golden skin, the color of the night-monkey’s pelt, was a rarity in the islands; but certainly the children of Tyom were familiar with my father, and would never have greeted a council-member with such ill-mannered yells.
GUM_fiction_lunre-14	Then I remembered the only “yellow man” I had ever seen, an Olondrian wizard and doctor who had visited Tyom in my childhood, who wore two pieces of glass on his eyes, attached to his ears with wires, and roamed the hills of Tinimavet, cutting bits off the trees.
GUM_fiction_lunre-15	I have since learned that that doctor wrote a well-received treatise, On the Medicinal Properties of the Juice of the Young Coconut, and died a respected man in his native city of Deinivel; but at the time I felt certain he had returned with his sack of tree-cuttings.
GUM_fiction_lunre-16	“There they are,” said Pavit, the head house-servant, in a strained voice.
GUM_fiction_lunre-17	And there they were: a chain of riders weaving among the trees.
GUM_fiction_lunre-18	My father’s plaited umbrella appeared, his still, imposing figure, and beside him another man, tall and lean, astride an island mule.
GUM_fiction_lunre-19	The hectic screams of the children preceded the company into the village, so that they advanced like a festival, drawing people out of their houses.
GUM_fiction_lunre-20	As they approached I saw that my father’s face was shining with pride, and his bearing had in it a new hauteur, like that of the old island kings.
GUM_fiction_lunre-21	The man who rode beside him, looking uncomfortable with his long legs, kept his gaze lowered and fixed between the ears of his plodding mule.
GUM_fiction_lunre-22	He was not yellow, but very pale brown, the color of raw cashews; he had silver hair, worn cropped close to the skull so that it resembled a cap.
GUM_fiction_lunre-23	He was not the leaf-collecting doctor, but an altogether strange man, with silver eyebrows in his smooth face and long fine-knuckled hands.
GUM_fiction_lunre-24	As he dismounted in front of the house I heard my mother whispering: “Protect us, God with the Black-and-White Tail, from that which is not of this earth.”
GUM_fiction_lunre-25	My father dismounted from his mule and strutted toward us, grinning.
GUM_fiction_lunre-26	I thought I caught an odor off him, of fish, sea-sickness and sweat.
GUM_fiction_lunre-27	We knelt and stared down at the bald ground, murmuring ritual greetings, until he touched the tops of our heads with the palm of his fleshy hand.
GUM_fiction_lunre-28	Then we stood, unable to keep from staring at the stranger, who faced us awkwardly, half-smiling, taller than any man there.
GUM_interview_cyclone-1	Wikinews interviews meteorological experts on Cyclone Phalin
GUM_interview_cyclone-2	File photo of interviewee David Titley.
GUM_interview_cyclone-3	Image: David Titley.
GUM_interview_cyclone-4	Cyclone Phailin has winds that have been measured at 200 km / h, as it surges over land will it begin to lose strength?
GUM_interview_cyclone-5	Yes, all tropical cyclones are driven by high heat content waters.
GUM_interview_cyclone-6	Once a storm moves over any appreciably sized piece of land, the moisture source is removed and the storm begins to dissipate.
GUM_interview_cyclone-7	As of the last advisory, T C Phailin has winds of 190 kilometers per hour and has moved inland, headed on a northwest track.
GUM_interview_cyclone-8	That is a Category 3 storm.
GUM_interview_cyclone-9	The forecast is for a continued decline in strength to a tropical storm within 24 hours and a tropical depression within 36 hours.
GUM_interview_cyclone-10	However, there will be very heavy rains and flooding along its path.
GUM_interview_cyclone-11	Yes, it will loose strength steadily as more and more of this swirling system moves from being over ocean to being over land.
GUM_interview_cyclone-12	This occurs for two reasons:
GUM_interview_cyclone-13	As it moves over land, it is cut off from the source of energy driving the storm [which is] the evaporation of water from the warm sea surface;
GUM_interview_cyclone-14	Increased friction - the ocean surface is much, much smoother than the land surface.
GUM_interview_cyclone-15	Tropical cyclones are sustained by a form of energy called latent heat, which is released by moisture evaporated from the ocean that condenses to form rain.
GUM_interview_cyclone-16	As tropical cyclones make landfall, this energy source is cut-off and they rapidly lose strength as they move over land.
GUM_interview_cyclone-17	Yes, the Cyclone is almost certain to lose strength as it surges over land.
GUM_interview_cyclone-18	Cyclones gather their strength through scraping moisture and heat from warm ocean water that it is not the case over land.
GUM_interview_cyclone-19	In the mean time, much stronger friction over land quickly reduces their strength.
GUM_interview_cyclone-20	Yes.
GUM_interview_cyclone-21	All tropical cyclones lose strength once they make landfall.
GUM_interview_cyclone-22	However, they can remain dangerous storms due to very heavy rains and subsequent landslides, and river flooding.
GUM_interview_cyclone-23	Phailin's winds will rapidly weaken as it pushes inland.
GUM_interview_cyclone-24	Once Cyclone Phailin comes on shore it will immediately begin to lose strength.
GUM_interview_cyclone-25	However, and this is important, it still will contain lots of rainfall making flooding an almost certainty.
GUM_interview_cyclone-26	File photo of interviewee R Saravanan.
GUM_interview_cyclone-27	Image: R Saravanan.
GUM_interview_cyclone-28	A previous cyclone in 1999 in the Bay of Bengal area of India left 10,000 people dead.
GUM_interview_cyclone-29	Is the Indian government well prepared to deal with this cyclone?
GUM_interview_cyclone-30	I have not followed that aspect of the societal response for the present storm.
GUM_interview_cyclone-31	However, historically, there have been several events that should cause a societal response.
GUM_interview_cyclone-32	Hopefully, we all learn from past mistakes.
GUM_interview_cyclone-33	The history of strong cyclones and death in the region is notable, with at least 5 large cyclone events in the past 35 years with 10,000 and as many as 300,000 people killed, millions left homeless and estimated damages as high as US$ 10 billion.
GUM_interview_cyclone-34	I don't have enough information to answer this question, one way or the other.
GUM_interview_cyclone-35	From all the press reports that I have read, the Indian government appears to have taken the threat of Cyclone Phailin very seriously indeed.
GUM_interview_cyclone-36	The government has been much more pro-active in preparing for this cyclone than in the past.
GUM_interview_cyclone-37	The forecasts of cyclone track and intensity have been fairly accurate.
GUM_interview_cyclone-38	Mandatory mass evacuations have been carried out, which is essential to minimize loss of life in these situations.
GUM_interview_cyclone-39	Unfortunately, extensive property damage is bound to occur even with the best preparation.
GUM_interview_cyclone-40	My knowledge of the responsiveness of the Indian government to this storm is purely from the cyber space.
GUM_interview_cyclone-41	I heard that they orchestrated the largest people evacuation to a natural disaster in Indian history.
GUM_interview_cyclone-42	This shall be applauded given the size and strength of Phailin.
GUM_interview_cyclone-43	I visited the damaged area of the 1999 storm near Bhubaneshwar in the summer of 2012 for an invited symposium and summer school on tropical cyclones [...] sponsored by the Indian government.
GUM_interview_cyclone-44	Given the living standard and residence of people living near the coastal areas in this region, the evacuation is certainly necessary and essential to save lives.
GUM_interview_cyclone-45	I cannot comment directly on how the Indian government was prepared for this cyclone.
GUM_interview_cyclone-46	However, the news reports (BBC etc.) were very encouraging in that the authorities were reportedly making strenuous efforts to evacuate the population from near the coast and areas that are prone to flooding.
GUM_interview_cyclone-47	Water is the main killer in these storms.
GUM_interview_cyclone-48	From all reports that I have seen, the government was well prepared for this cyclone.
GUM_interview_cyclone-49	For this question I don't know the 'preparedness' of the Indian gov't to deal with this.
GUM_interview_gaming-1	Wikinews interviews Mario J. Lucero and Isabel Ruiz of Heaven Sent Gaming
GUM_interview_gaming-2	General questions
GUM_interview_gaming-3	What is Heaven Sent Gaming?
GUM_interview_gaming-4	Heaven Sent Gaming is basically me and Isabel, I'm Mario J. Lucero.
GUM_interview_gaming-5	And, I'm Isabel Ruiz.
GUM_interview_gaming-6	And, together we formed this thing, it's sort of like an entertainment team.
GUM_interview_gaming-7	We started it basically, because I wanted to - I wanted to work with Isabel on a lot of projects that we had going on together.
GUM_interview_gaming-8	We were coming with comics, like, left and right, we were coming up with things like Karis, in high school she came up with that one, I came up with an individual story called Thad's World Destruction and, she wanted to illustrate it, and so, that's the way we ended up doing it.
GUM_interview_gaming-9	Yep, we like to just make our own original content, and, yep, that's what we wanted to do.
GUM_interview_gaming-10	How did you two meet?
GUM_interview_gaming-11	We met back in high school.
GUM_interview_gaming-12	In this private, tiny-tiny private school of 50 students.
GUM_interview_gaming-13	But, before hand in middle school, I kept on hearing about this guy named Mario, and he kept on hearing about me, this girl named Isabel.
GUM_interview_gaming-14	And, everyone, all of our friends and all of our acquaintances would say," Hey, you'd get along with him really well."
GUM_interview_gaming-15	So before hand I kinda knew about him, but I never met him.
GUM_interview_gaming-16	And one of our friends, our common friends, he introduced us during study hall, and we just kind of hit it off from there.
GUM_interview_gaming-17	It's true.
GUM_interview_gaming-18	Who else is involved in this project?
