identifier	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_DET	upos_dist_ADV	upos_dist_VERB	upos_dist_NOUN	upos_dist_PART	upos_dist_NUM	upos_dist_AUX	upos_dist_PROPN	upos_dist_CCONJ	upos_dist_SYM	upos_dist_ADP	upos_dist_ADJ	upos_dist_PRON	upos_dist_INTJ	upos_dist_X	upos_dist_SCONJ	upos_dist_PUNCT	lexical_density	verbs_mood_dist_Imp	verbs_mood_dist_Sub	verbs_mood_dist_Ind	verbs_tense_dist_Pres	verbs_tense_dist_Past	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Sing+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_+3	verbs_num_pers_dist_+2	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_+	aux_mood_dist_Ind	aux_mood_dist_Imp	aux_mood_dist_Sub	aux_tense_dist_Past	aux_tense_dist_Pres	aux_form_dist_Part	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Ger	aux_num_pers_dist_Sing+1	aux_num_pers_dist_+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	aux_num_pers_dist_+	aux_num_pers_dist_+3	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Plur+	aux_num_pers_dist_Sing+	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_amod	dep_dist_nmod:poss	dep_dist_nummod	dep_dist_csubj	dep_dist_obl:tmod	dep_dist_nmod	dep_dist_xcomp	dep_dist_advmod	dep_dist_obj	dep_dist_root	dep_dist_nmod:npmod	dep_dist_aux	dep_dist_compound:prt	dep_dist_csubj:pass	dep_dist_iobj	dep_dist_det:predet	dep_dist_obl	dep_dist_det	dep_dist_vocative	dep_dist_aux:pass	dep_dist_expl	dep_dist_compound	dep_dist_flat:foreign	dep_dist_advcl	dep_dist_cop	dep_dist_cc:preconj	dep_dist_case	dep_dist_orphan	dep_dist_nmod:tmod	dep_dist_cc	dep_dist_parataxis	dep_dist_acl:relcl	dep_dist_mark	dep_dist_dep	dep_dist_obl:npmod	dep_dist_reparandum	dep_dist_nsubj:pass	dep_dist_conj	dep_dist_list	dep_dist_discourse	dep_dist_appos	dep_dist_ccomp	dep_dist_dislocated	dep_dist_acl	dep_dist_nsubj	dep_dist_punct	dep_dist_flat	dep_dist_goeswith	dep_dist_fixed	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prep_dist_3	prep_dist_4	prep_dist_5	prep_dist_2	prep_dist_1	subordinate_dist_1	subordinate_dist_3	subordinate_dist_2	subordinate_dist_5	subordinate_dist_4	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_1	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_2	verb_edges_dist_0	verb_edges_dist_6	verb_edges_dist_5	avg_verb_edges
GUM_academic_exposure-11	1	53	53.0	4.9743589743589745	5.660377358490566	0	7.547169811320755	16.9811320754717	1.8867924528301887	9.433962264150944	3.7735849056603774	0	0	0	13.20754716981132	9.433962264150944	5.660377358490566	0	0	0	26.41509433962264	0.46153846153846156	0	0	0	0	100.0	25.0	50.0	0	25.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	50.0	50.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	5.0	100.0	10.6	3.9210526315789473	37	37.0	8.0	7.547169811320755	0	1.8867924528301887	0	0	9.433962264150944	1.8867924528301887	0	3.7735849056603774	1.8867924528301887	0	0	0	0	0	0	3.7735849056603774	5.660377358490566	0	1.8867924528301887	0	1.8867924528301887	0	0	1.8867924528301887	0	13.20754716981132	0	0	0	0	1.8867924528301887	1.8867924528301887	1.8867924528301887	0	0	1.8867924528301887	3.7735849056603774	0	0	1.8867924528301887	0	0	3.7735849056603774	1.8867924528301887	26.41509433962264	0	0	0	100.0	0	0	100.0	4	1.25	0	0	0	25.0	75.0	66.66666666666667	0	33.333333333333336	0	0	1.3333333333333333	20.0	80.0	0	100.0	50.0	25.0	0	25.0	0	0	0	1.75
GUM_academic_exposure-12	1	33	33.0	4.916666666666667	3.0303030303030303	3.0303030303030303	12.121212121212121	21.21212121212121	3.0303030303030303	3.0303030303030303	3.0303030303030303	0	3.0303030303030303	0	9.090909090909092	6.0606060606060606	3.0303030303030303	0	0	3.0303030303030303	27.272727272727273	0.5833333333333334	100.0	0	0	0	100.0	50.0	25.0	25.0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	4.0	100.0	8.25	3.260869565217391	26	26.0	7.0	6.0606060606060606	0	0	0	0	3.0303030303030303	0	6.0606060606060606	6.0606060606060606	3.0303030303030303	0	3.0303030303030303	0	0	0	0	6.0606060606060606	3.0303030303030303	0	0	0	3.0303030303030303	0	0	0	0	9.090909090909092	0	0	3.0303030303030303	3.0303030303030303	0	3.0303030303030303	0	0	0	0	6.0606060606060606	0	0	0	3.0303030303030303	0	3.0303030303030303	3.0303030303030303	27.272727272727273	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	33.333333333333336	66.66666666666667	0	100.0	25.0	0	25.0	50.0	0	0	0	2.25
GUM_academic_exposure-13	1	75	75.0	4.520833333333333	1.3333333333333333	5.333333333333333	4.0	18.666666666666668	1.3333333333333333	16.0	0	0	1.3333333333333333	0	9.333333333333334	6.666666666666667	0	0	0	0	36.0	0.5416666666666666	0	0	100.0	0	100.0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	25.0	4.9361702127659575	46	46.0	8.0	6.666666666666667	0	4.0	0	0	5.333333333333333	1.3333333333333333	5.333333333333333	2.6666666666666665	1.3333333333333333	0	0	0	0	0	0	4.0	1.3333333333333333	0	0	0	4.0	0	0	0	0	9.333333333333334	0	0	1.3333333333333333	0	0	1.3333333333333333	2.6666666666666665	0	0	0	9.333333333333334	0	0	0	0	1.3333333333333333	1.3333333333333333	1.3333333333333333	36.0	0	0	0	100.0	0	0	100.0	3	1.6666666666666667	0	0	0	66.66666666666667	33.333333333333336	0	0	100.0	0	0	2.0	33.333333333333336	66.66666666666667	0	100.0	33.333333333333336	0	0	33.333333333333336	0	33.333333333333336	0	3.0
GUM_academic_exposure-14	1	76	76.0	4.706896551724138	9.210526315789474	1.3157894736842106	3.9473684210526314	18.42105263157895	1.3157894736842106	9.210526315789474	2.6315789473684212	0	2.6315789473684212	0	13.157894736842104	11.842105263157896	1.3157894736842106	0	0	1.3157894736842106	23.68421052631579	0.46551724137931033	0	0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	3.0	100.0	25.333333333333332	4.771929824561403	56	56.0	7.0	11.842105263157896	0	1.3157894736842106	0	0	6.578947368421052	0	2.6315789473684212	2.6315789473684212	1.3157894736842106	0	1.3157894736842106	0	0	0	0	3.9473684210526314	9.210526315789474	0	1.3157894736842106	0	1.3157894736842106	0	1.3157894736842106	0	0	11.842105263157896	0	0	2.6315789473684212	0	1.3157894736842106	1.3157894736842106	3.9473684210526314	0	0	1.3157894736842106	6.578947368421052	0	0	0	0	0	0	2.6315789473684212	23.68421052631579	0	0	0	100.0	0	0	100.0	4	1.25	0	0	0	25.0	75.0	100.0	0	0	0	0	1.0	33.333333333333336	66.66666666666667	0	100.0	0	33.333333333333336	0	0	0	33.333333333333336	33.333333333333336	4.666666666666667
GUM_academic_exposure-15	1	46	46.0	4.96	4.3478260869565215	0	2.1739130434782608	17.391304347826086	0	15.217391304347826	0	0	6.521739130434782	0	4.3478260869565215	4.3478260869565215	0	0	0	0	45.65217391304348	0.44	0	0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	46.0	4.416666666666667	21	21.0	5.0	4.3478260869565215	0	0	0	0	2.1739130434782608	0	0	2.1739130434782608	2.1739130434782608	0	0	0	0	0	0	2.1739130434782608	4.3478260869565215	0	0	0	4.3478260869565215	0	0	0	2.1739130434782608	4.3478260869565215	0	0	4.3478260869565215	0	0	0	4.3478260869565215	0	0	0	15.217391304347826	0	0	0	0	0	0	2.1739130434782608	45.65217391304348	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	4.0
GUM_academic_exposure-16	1	45	45.0	5.108108108108108	8.88888888888889	11.11111111111111	11.11111111111111	20.0	2.2222222222222223	2.2222222222222223	0	0	2.2222222222222223	0	15.555555555555555	4.444444444444445	0	0	0	4.444444444444445	17.77777777777778	0.5675675675675675	0	0	100.0	0	100.0	0	20.0	40.0	40.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	9.0	3.1666666666666665	17	17.0	6.0	8.88888888888889	0	0	0	0	8.88888888888889	0	13.333333333333334	2.2222222222222223	2.2222222222222223	0	0	0	0	0	0	4.444444444444445	8.88888888888889	0	0	0	2.2222222222222223	0	2.2222222222222223	0	0	15.555555555555555	0	0	2.2222222222222223	0	0	4.444444444444445	0	0	0	0	2.2222222222222223	0	0	0	0	0	2.2222222222222223	2.2222222222222223	17.77777777777778	0	0	0	100.0	0	0	100.0	3	1.3333333333333333	0	0	0	33.333333333333336	66.66666666666667	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	20.0	0	40.0	20.0	20.0	0	0	2.2
GUM_academic_exposure-17	1	16	16.0	4.714285714285714	18.75	6.25	12.5	18.75	6.25	6.25	12.5	0	0	0	6.25	0	0	0	0	0	12.5	0.42857142857142855	0	0	0	0	100.0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	50.0	50.0	50.0	50.0	0	0	0	0	0	0	100.0	0	0	0	0	2.0	100.0	8.0	2.8461538461538463	10	10.0	3.0	0	0	6.25	0	0	6.25	6.25	6.25	6.25	6.25	0	6.25	0	0	0	0	0	18.75	0	6.25	0	0	0	0	0	0	6.25	0	0	0	0	0	6.25	0	0	0	6.25	0	0	0	0	0	0	0	0	12.5	0	0	0	100.0	0	0	100.0	1	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	0	0	50.0	50.0	0	0	0	3.0
GUM_academic_exposure-18	1	33	33.0	4.578947368421052	3.0303030303030303	3.0303030303030303	3.0303030303030303	21.21212121212121	0	12.121212121212121	0	0	3.0303030303030303	0	9.090909090909092	3.0303030303030303	0	0	0	0	42.42424242424242	0.5263157894736842	0	0	100.0	100.0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	33.0	3.6666666666666665	12	12.0	4.0	3.0303030303030303	0	0	0	0	6.0606060606060606	0	3.0303030303030303	0	3.0303030303030303	0	0	0	0	0	0	3.0303030303030303	3.0303030303030303	0	0	0	3.0303030303030303	0	0	0	0	9.090909090909092	0	0	3.0303030303030303	0	0	0	3.0303030303030303	0	0	0	12.121212121212121	0	0	3.0303030303030303	0	0	0	3.0303030303030303	42.42424242424242	0	0	0	100.0	0	0	0	2	1.0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	4.0
GUM_academic_exposure-19	1	66	66.0	3.423076923076923	3.0303030303030303	9.090909090909092	3.0303030303030303	13.636363636363637	1.5151515151515151	16.666666666666668	4.545454545454546	0	3.0303030303030303	0	15.151515151515152	6.0606060606060606	1.5151515151515151	0	0	1.5151515151515151	21.21212121212121	0.40384615384615385	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	66.66666666666667	33.333333333333336	33.333333333333336	66.66666666666667	0	0	0	0	0	100.0	0	0	0	0	0	2.0	100.0	33.0	4.862745098039215	47	47.0	5.0	4.545454545454546	0	7.575757575757576	0	0	4.545454545454546	0	6.0606060606060606	0	1.5151515151515151	0	1.5151515151515151	0	0	0	0	7.575757575757576	3.0303030303030303	0	3.0303030303030303	0	1.5151515151515151	0	1.5151515151515151	0	0	13.636363636363637	0	0	4.545454545454546	0	0	1.5151515151515151	6.0606060606060606	0	0	3.0303030303030303	4.545454545454546	0	0	0	0	0	0	0	21.21212121212121	0	0	3.0303030303030303	100.0	0	0	0	3	1.0	0	0	0	0	100.0	100.0	0	0	0	0	1.0	50.0	50.0	0	100.0	0	0	0	0	0	50.0	50.0	5.5
GUM_academic_exposure-20	1	35	35.0	4.7407407407407405	8.571428571428571	2.857142857142857	14.285714285714286	14.285714285714286	2.857142857142857	5.714285714285714	2.857142857142857	0	0	0	5.714285714285714	8.571428571428571	2.857142857142857	0	0	8.571428571428571	22.857142857142858	0.5185185185185185	0	0	100.0	100.0	0	40.0	0	40.0	20.0	0	50.0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	5.0	100.0	7.0	3.1923076923076925	15	15.0	5.0	8.571428571428571	0	0	0	0	0	2.857142857142857	2.857142857142857	2.857142857142857	2.857142857142857	0	2.857142857142857	2.857142857142857	0	0	0	2.857142857142857	8.571428571428571	0	0	0	0	0	5.714285714285714	0	0	2.857142857142857	0	0	0	0	0	11.428571428571429	2.857142857142857	0	0	0	2.857142857142857	0	0	0	2.857142857142857	0	0	11.428571428571429	22.857142857142858	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	2.0	20.0	80.0	25.0	75.0	0	20.0	60.0	20.0	0	0	0	3.4
